Date Time,Dataset,Use Numeric attributes?,Attribute Name,Is the Attribute Numeric?,Number of Different Values (only for Nominal Attributes),Total Number of Samples,Trial Number,Criterion,Maximum Depth Allowed,Total Number of folds,Fold Number,Is stratified?,Number of Samples Forcing a Leaf,Use Min Samples in Second Largest Class?,Min Samples in Second Largest Class,Uses Chi-Square Test,Maximum p-value Allowed by Chi-Square Test [between 0 and 1],Minimum Number in Second Most Frequent Value,Number of Attributes in Dataset,Number of Valid Attributes in Dataset (m),Number of Valid Nominal Attributes in Dataset (m_nom),Number of Valid Numeric Attributes in Dataset (m_num),Total Number of Inversions (pairs),Total Number of Ties (pairs),Total Number of Correct (pairs),Criterion Value in Root Node,Total Time Taken for Current Fold [s],Accuracy Percentage on Trivial Trees (with no splits),Accuracy Percentage (with missing values),Accuracy Percentage (without missing values),Number of Samples Classified using Unkown Value,Percentage of Samples with Unkown Values for Accepted Attribute,Number of Nodes (after prunning),Tree Depth (after prunning),Number of Nodes Pruned
2017-05-10 01:12:16.108282,KDD98 Multiclass 9,False,OSOURCE,False,386,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2236716.0,190.7008696050034,19.592088998763906,21.322620519159457,21.100323624595468,73,4.511742892459827,5,2,6
2017-05-10 01:12:16.108374,KDD98 Multiclass 9,False,RECP3,False,2,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,334770.0,0.020532969967462122,19.592088998763906,19.592088998763906,19.592088998763906,0,0.0,1,0,2
2017-05-10 01:12:16.108411,KDD98 Multiclass 9,False,DOMAIN,False,17,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2221208.0,0.4554104210110381,19.592088998763906,21.508034610630407,21.508034610630407,0,0.0,3,1,0
2017-05-10 01:12:16.108442,KDD98 Multiclass 9,False,AGEFLAG,False,3,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2124667.0,0.03823227097745985,19.592088998763906,19.530284301606923,19.530284301606923,0,0.0,5,2,0
2017-05-10 01:12:16.108471,KDD98 Multiclass 9,False,HOMEOWNR,False,3,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2187980.0,0.02814074803609401,19.592088998763906,18.603213844252164,18.603213844252164,0,0.0,3,1,0
2017-05-10 01:12:16.108499,KDD98 Multiclass 9,False,BIBLE,False,2,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,808957.0,0.020961962989531457,19.592088998763906,20.519159456118665,20.519159456118665,0,0.0,3,1,0
2017-05-10 01:12:16.108526,KDD98 Multiclass 9,False,CDPLAY,False,2,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,1028709.0,0.021083048020955175,19.592088998763906,19.03584672435105,19.03584672435105,0,0.0,3,1,0
2017-05-10 01:12:16.108554,KDD98 Multiclass 9,False,PCOWNERS,False,2,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,859679.0,0.0207281059701927,19.592088998763906,19.715698393077872,19.715698393077872,0,0.0,3,1,0
2017-05-10 01:12:16.108582,KDD98 Multiclass 9,False,FISHER,False,2,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,633780.0,0.020882555982097983,19.592088998763906,18.72682323856613,18.72682323856613,0,0.0,3,1,0
2017-05-10 01:12:16.108609,KDD98 Multiclass 9,False,WALKER,False,2,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,1002355.0,0.02074081404134631,19.592088998763906,20.210135970333745,20.210135970333745,0,0.0,3,1,0
2017-05-10 01:12:16.108637,KDD98 Multiclass 9,False,PEPSTRFL,False,2,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2172428.0,0.020838204014580697,19.592088998763906,25.648949320148333,25.648949320148333,0,0.0,3,1,0
2017-05-10 01:12:16.108664,KDD98 Multiclass 9,False,RFA_2,False,14,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2388600.0,0.35610643995460123,19.592088998763906,43.63411619283065,43.63411619283065,0,0.0,13,5,8
2017-05-10 01:12:16.108701,KDD98 Multiclass 9,False,RFA_3,False,59,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2388078.0,11.2072350870003,19.592088998763906,43.20148331273177,43.254950495049506,2,0.12360939431396786,25,5,12
2017-05-10 01:12:16.108732,KDD98 Multiclass 9,False,RFA_4,False,57,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2383191.0,11.37821861897828,19.592088998763906,42.27441285537701,42.27441285537701,0,0.0,31,5,2
2017-05-10 01:12:16.108760,KDD98 Multiclass 9,False,RFA_5,False,36,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2209667.0,4.219624114979524,19.592088998763906,34.36341161928306,34.34405940594059,2,0.12360939431396786,23,5,6
2017-05-10 01:12:16.108787,KDD98 Multiclass 9,False,RFA_6,False,92,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2371269.0,30.777961855987087,19.592088998763906,39.30778739184178,39.35643564356435,2,0.12360939431396786,25,5,6
2017-05-10 01:12:16.108815,KDD98 Multiclass 9,False,RFA_7,False,84,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2320353.0,26.795485390000977,19.592088998763906,36.77379480840544,36.7965367965368,1,0.06180469715698393,13,5,16
2017-05-10 01:12:16.108842,KDD98 Multiclass 9,False,RFA_8,False,86,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2360295.0,28.156541452975944,19.592088998763906,38.62793572311496,38.67574257425743,2,0.12360939431396786,23,5,16
2017-05-10 01:12:16.108870,KDD98 Multiclass 9,False,RFA_9,False,89,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2342832.0,33.97483460296644,19.592088998763906,38.0716934487021,38.142414860681114,3,0.18541409147095178,21,5,10
2017-05-10 01:12:16.108898,KDD98 Multiclass 9,False,RFA_10,False,72,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2071621.0,17.71386573294876,19.592088998763906,32.756489493201485,32.7970297029703,2,0.12360939431396786,11,3,20
2017-05-10 01:12:16.108926,KDD98 Multiclass 9,False,RFA_11,False,91,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2325637.0,34.21291454997845,19.592088998763906,37.08281829419036,37.12871287128713,2,0.12360939431396786,15,4,8
2017-05-10 01:12:16.108953,KDD98 Multiclass 9,False,RFA_12,False,95,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2334593.0,35.839011978998315,19.592088998763906,37.39184177997528,37.43811881188119,2,0.12360939431396786,17,5,20
2017-05-10 01:12:16.108980,KDD98 Multiclass 9,False,RFA_13,False,64,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,1978024.0,10.110238971014041,19.592088998763906,31.27317676143387,31.389578163771713,6,0.37082818294190356,17,5,6
2017-05-10 01:12:16.109008,KDD98 Multiclass 9,False,RFA_14,False,85,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2325408.0,25.988514266966376,19.592088998763906,34.91965389369592,34.941249226963514,1,0.06180469715698393,15,4,16
2017-05-10 01:12:16.109035,KDD98 Multiclass 9,False,RFA_15,False,32,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2041243.0,4.791485421999823,19.592088998763906,27.37948084054388,27.37948084054388,0,0.0,11,4,12
2017-05-10 01:12:16.109062,KDD98 Multiclass 9,False,RFA_16,False,105,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2050559.0,36.59515889099566,19.592088998763906,34.857849196538936,35.00931098696462,7,0.4326328800988875,15,4,6
2017-05-10 01:12:16.109090,KDD98 Multiclass 9,False,RFA_17,False,103,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2168790.0,33.31980721099535,19.592088998763906,29.35723114956737,29.393564356435643,2,0.12360939431396786,15,5,6
2017-05-10 01:12:16.109121,KDD98 Multiclass 9,False,RFA_18,False,109,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2228847.0,36.71924121200573,19.592088998763906,32.38566131025958,32.465923172242874,4,0.24721878862793573,17,5,14
2017-05-10 01:12:16.109150,KDD98 Multiclass 9,False,RFA_19,False,97,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2294080.0,35.807445024955086,19.592088998763906,33.065512978986405,33.16800991940484,5,0.30902348578491967,17,4,12
2017-05-10 01:12:16.109178,KDD98 Multiclass 9,False,RFA_20,False,68,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2209798.0,19.812835671997163,19.592088998763906,27.07045735475896,27.204968944099377,8,0.49443757725587145,9,3,4
2017-05-10 01:12:16.109205,KDD98 Multiclass 9,False,RFA_21,False,92,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2197513.0,33.058797820005566,19.592088998763906,26.266996291718172,26.30597014925373,10,0.6180469715698393,15,5,4
2017-05-10 01:12:16.109232,KDD98 Multiclass 9,False,RFA_22,False,102,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2286448.0,35.65908195701195,19.592088998763906,30.778739184177997,30.855018587360593,4,0.24721878862793573,13,3,6
2017-05-10 01:12:16.109260,KDD98 Multiclass 9,False,RFA_23,False,58,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2190531.0,15.103434260003269,19.592088998763906,27.81211372064277,27.81908302354399,4,0.24721878862793573,19,5,6
2017-05-10 01:12:16.109287,KDD98 Multiclass 9,False,RFA_24,False,78,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2223144.0,19.933037514972966,19.592088998763906,30.407911001236094,30.483271375464685,4,0.24721878862793573,17,4,14
2017-05-10 01:12:16.109315,KDD98 Multiclass 9,False,RFA_2A,False,4,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2363723.0,0.04903903801459819,19.592088998763906,43.63411619283065,43.63411619283065,0,0.0,7,2,0
2017-05-10 01:12:16.109342,KDD98 Multiclass 9,False,GEOCODE2,False,5,4843,1,GW Squared Gini,5,3,1,True,1,False,None,True,0.1,15,480,36,36,0,103.0,1.0,526.0,2080729.0,0.05081915098708123,19.592088998763906,21.199011124845487,21.199011124845487,0,0.0,5,2,0
2017-05-10 01:21:01.112078,KDD98 Multiclass 9,False,DOMAIN,False,17,4843,1,GW Squared Gini,5,3,2,True,1,False,None,True,0.1,15,480,29,29,0,48.0,2.0,356.0,2222775.0,0.4982691830373369,19.628482972136222,21.857585139318886,21.857585139318886,0,0.0,7,3,0
2017-05-10 01:21:01.112153,KDD98 Multiclass 9,False,CRAFTS,False,2,4843,1,GW Squared Gini,5,3,2,True,1,False,None,True,0.1,15,480,29,29,0,48.0,2.0,356.0,749626.0,0.02130381402093917,19.628482972136222,19.876160990712073,19.876160990712073,0,0.0,3,1,0
2017-05-10 01:21:01.112182,KDD98 Multiclass 9,False,FISHER,False,2,4843,1,GW Squared Gini,5,3,2,True,1,False,None,True,0.1,15,480,29,29,0,48.0,2.0,356.0,619474.0,0.020680483023170382,19.628482972136222,19.56656346749226,19.56656346749226,0,0.0,3,1,0
2017-05-10 01:21:01.112207,KDD98 Multiclass 9,False,PEPSTRFL,False,2,4843,1,GW Squared Gini,5,3,2,True,1,False,None,True,0.1,15,480,29,29,0,48.0,2.0,356.0,2173899.0,0.020819653989747167,19.628482972136222,25.820433436532507,25.820433436532507,0,0.0,3,1,0
2017-05-10 01:21:01.112229,KDD98 Multiclass 9,False,RFA_2,False,14,4843,1,GW Squared Gini,5,3,2,True,1,False,None,True,0.1,15,480,29,29,0,48.0,2.0,356.0,2391434.0,0.30502717604395,19.628482972136222,45.01547987616099,45.01547987616099,0,0.0,15,4,4
2017-05-10 01:21:01.112251,KDD98 Multiclass 9,False,RFA_3,False,59,4843,1,GW Squared Gini,5,3,2,True,1,False,None,True,0.1,15,480,29,29,0,48.0,2.0,356.0,2382977.0,12.428144403034821,19.628482972136222,44.89164086687307,44.878957169459966,4,0.2476780185758514,25,5,14
2017-05-10 01:21:01.112275,KDD98 Multiclass 9,False,RFA_4,False,57,4843,1,GW Squared Gini,5,3,2,True,1,False,None,True,0.1,15,480,29,29,0,48.0,2.0,356.0,2381550.0,11.059150454995688,19.628482972136222,44.27244582043344,44.23076923076923,3,0.18575851393188855,23,5,10
